gold_label,sentence1_jeju,sentence2_jeju,ai_answer,result
neutral,가슴이나 베 아픈 거 엇음.,환자는 심근경색증 앓고 있질 안헙니다.,,
entailment,"분만실에서, 애기는 건강하게 울멍 태어났고, 흡인 처리허고 몸도 말려주고, 산소도 공급받았읍니다.",애기가 숨 쉬멍 태어났읍니다.,,
contradiction,"분만실에서, 애기는 건강하게 울멍 태어났고, 흡인 처리 받았읍니다. 또, 애기 몸을 말려주고, 간접으로 산소를 공급받았읍니다.",그 애기는 약하게 울멍 태어났읍니다.,,
neutral,"분만실에서, 애기는 잘 울멍 태어났고, 흡인 처리 받았으멍, 보드랍게 닦아줬읍니다. 또, 간접으로 산소 공급받았읍니다.",아프가르 점수는 정상이었읍니다.,,
entailment,어멍은 [**3148**]년에 보고된 헤르페스 단순 바이러스(HSV) 앓았던 적이 있읍니다.,어멍은 단순헤르페스 앓은 적이 있읍니다.,,
contradiction,어멍은 [**3148**]년에 보고된 헤르페스 단순 바이러스(HSV)를 오랜 전에 앓았던 적이 있읍니다.,단순헤르페스 앓은 적 엇읍니다.,,
neutral,어멍은 [**3148**]년에 보고된 헤르페스 단순 바이러스(HSV) 앓았던 적이 있읍니다.,어멍은 항바이러스 약 먹은 적이 있읍니다.,,
entailment,"응급실에서, 환자는 화씨 103도로 열이 펄펄 났으멍, 가슴 아픈 거, 토하는 거, 머리 아픈 거, 설사한다고 했읍니다.",환자가,,
contradiction,"응급실에서, 환자는 화씨 103도로 열이 펄펄 났으멍, 가슴 아픈 거, 토하는 거, 머리 아픈 거, 설사한다고 했읍니다.",환자는 열이 엇읍니다.,,
neutral,"응급실에서, 환자는 체온이 화씨 103도로 열이 펄펄 났으멍, 가슴 아픈 거, 토하는 거, 머리 아픈 거, 설사한다고 했읍니다.",환자는 세균성 폐렴을 앓고 있읍니다.,,
entailment,"환자는 월요일, 수요일, 금요일에 혈액투석을 받아야 허멍, 병원에 입원해 있는 동안에는 계속해야 헙니다.",환자는 말기 신장 질환이 있읍니다.,,
contradiction,"환자는 월요일, 수요일, 금요일에 혈액투석을 받아야 허멍, 병원에 입원해 있는 동안 계속해야 헙니다.",환자 신장 기능은 정상입니다.,,
neutral,"환자는 월요일, 수요일, 금요일에 혈액투석을 받아야 허멍, 병원에 입원해 있는 동안에는 계속해야 헙니다.",환자는 고칼륨혈증을 앓고 있읍니다.,,
entailment,가슴 아픈 거 엇음.,환자는 가슴 아픈 거 엇다고 헙니다.,,
contradiction,가슴 아픈 거 엇음.,환자가 가슴이 아프다고 헙니다.,,
neutral,가슴 아픈 거 엇음.,EKG는 정상입니다.,,
entailment,병력을 알 수 엇는 37살 남자가 다른 병원에서 아세트아미노펜/디페니드라민 너무 많이 먹어서 옮겨져 왔읍니다.,환자는 간 손상이 있읍니다.,,
contradiction,알려지지 않은 과거 병력을 가진 37세 남성이 아세트아미노펜/디페니드라민 과다복용으로 인해 외부 병원에서 이송되었습니다.,환자의 간 기능 검사 결과는 정상입니다.,,
neutral,알려지지 않은 과거 병력을 가진 37세 남성이 외래 병원에서 아세트아미노펜/디페니드라민 과다복용으로 인해 이송되었습니다.,환자는 정신과적 병력이 양성입니다.,,
entailment,그녀는 계속해서 어지럼증과 상복부 통증을 겪고 있습니다.,환자는 상복부 통증을 겪고 있습니다.,,
contradiction,그녀는 계속해서 어지러움과 상복부 통증을 겪고 있습니다.,환자는 복통을 부인합니다.,,
neutral,그녀는 계속해서 어지러움과 상복부 통증을 느끼고 있습니다.,환자는 위궤양을 가지고 있습니다.,,
entailment,그녀는 마취제 프로포폴을 투여받고 마비 상태에서 [**병원1 68**]으로 이송되었습니다.,환자의 상태가 매우 위중합니다.,,
contradiction,그녀는 마취제 프로포폴을 투여받고 마비 상태로 [**병원1 68**]로 이송되었습니다.,"환자는 말을 할 수 있으며, 전체 병력을 제공할 수 있습니다.",,
neutral,그녀는 마취제 프로포폴을 투여받아 마비 상태로 [**병원1 68**]으로 이송되었습니다.,환자는 혈압 유지를 위한 압력이 필요합니다.,,
entailment,아프가르 점수는 8과 8이었습니다.,환자의 아프가르 점수는 정상입니다.,,
contradiction,아프가 점수는 8과 8이었습니다.,환자의 아프가르 점수가 낮습니다.,,
neutral,아프가르 점수는 8과 8이었습니다.,환자는 여성 신생아입니다.,,
entailment,그는 상부위장관내시경(EGD) 시행 전에 구토나 메스꺼움 증상이 없었습니다.,환자는 상부위장관내시경 검사를 받았습니다.,,
contradiction,그는 상부위장관내시경(EGD) 시행 전에 구토나 메스꺼움 증상이 없었습니다.,환자는 위내시경 검사 전에 구토감을 느꼈습니다.,,
neutral,그는 EGD 전에 구토나 메스꺼움 증상이 없었습니다.,환자는 만성 복통을 겪고 있습니다.,,
entailment,"검사 결과에서 주목할 만한 점은 밴드 없는 WBC 10.5, Hct 32.2 (이전 기준치는 중간에서 상위 20대), Cr 0.9, CE 1회 음성, 그리고 락테이트 1.5입니다.",환자는 빈혈증이 없습니다.,,
contradiction,"주목할 만한 실험실 결과로는 밴드 없는 WBC 10.5, Hct 32.2 (이전 기준치 중간에서 상위 20대), Cr 0.9, CE 부정 X 1, 그리고 락테이트 1.5가 있습니다.",환자는 신부전 상태에 있습니다.,,
neutral,"주목할 만한 검사 결과로는 밴드 없는 백혈구 수치 10.5, 헤마토크릿 수치 32.2 (이전 기준치는 중간에서 상위 20대), 크레아티닌 0.9, CE 1회 음성, 그리고 락테이트 1.5가 있습니다.",환자는 감염이 없습니다.,,
entailment,"오른쪽 유방암, 갑상선 기능 저하증",암의 병력,,
contradiction,"오른쪽 유방암, 갑상선 기능 저하증",암 병력이 없음,,
neutral,"오른쪽 유방암, 갑상선 기능 저하증",유방절제 수술력,,
entailment,"MICU로 옮기기 전 환자 생체 신호는 아래와 같았수다: 열은 없고, 심박수 92, 혈압 123/74, 6L 산소 공급 시 산소포화도 96%.",환자는 열나는 증상이 어수다.,,
contradiction,"MICU로 옮겨지기 전 환자 상태는 아래와 같았수다: 열나는 증상은 없고, 심박수 92, 혈압 123/74, 6L 산소 공급 시 산소 포화도 96%.",환자는 방 안 공기로 정상적으로 산소 공급 받고 있수다.,,
neutral,"MICU로 옮기기 전 환자 생체 신호는 아래와 같았수다: 열은 없고, 심박수 92, 혈압 123/74, 6L 산소 공급 시 산소포화도 96%.",환자신디는 감염이 어수다.,,
entailment,그 여자가 그 사람을 다시 산소 공급 장치에 연결했수다.,환자가 산소 치료를 받고 있수다.,,
contradiction,그 여자가 그 사람을 다시 산소 공급 장치에 연결했수다.,환자는 방 안 공기로 숨 쉬고 있수다.,,
neutral,그 여자가 그 사람을 다시 O2(산소) 공급 장치에 연결했수다.,환자가 가슴이 아프다고 말하고 있수다.,,
entailment,그 사람 마누라가 한 2-3분 동안 그 사람이 떨고 거품 물고 있는 거를 봤수다.,환자가 발작 증상을 보였수다.,,
contradiction,그 사람 마누라가 한 2-3분 동안 그 사람이 막 떨고 거품 물고 있는 거를 봤수다.,환자신디는 신경학적 증상이 하나도 어수다.,,
neutral,그 사람 마누라가 한 2-3분 동안 그 사람이 떨고 거품 물고 있는 거를 봤수다.,환자가 발작했수다.,,
entailment,"그 여자신디 모든 치료 방법을 알려줬더니, 왼쪽 신장 전체 절제술이랑 그 주변 림프절 제거술을 허기를 원했수다.",환자는 왼쪽 콩팥에 악성 종양이 있수다.,,
contradiction,"그 여자신디 모든 치료 방법을 알려줬더니, 왼쪽 신장 전체 절제술이랑 그 주변 림프절 제거술을 허기를 원했수다.",환자으 왼쪽 콩팥은 정상입주.,,
neutral,"그 여자신디 모든 치료 방법을 알려줬더니, 왼쪽 신장 전체 절제술이랑 그 주변 림프절 제거술을 허기를 원했수다.",환자으 오른쪽 콩팥은 정상입주.,,
entailment,"그 사람 체온이 101.8도로 확 올라가서 반코마이신이랑 레보플록사신을 처방했고, 40mg IV 라식스하고 1L 정상 세린을 주사로 놨수다. 그래서 나온 오줌 양은 540ml였수다.",환자가 열이 나고 있수다.,,
contradiction,"그 사람 체온이 101.8도로 확 올라가서 반코마이신이랑 레보플록사신을 처방받았고, 40mg IV 라식스하고 1L IV 정상 삼투압 생리식염수를 맞았수다. 그 결과로 오줌이 540ml 나왔수다.",환자신디는 감염이 어수다.,,
neutral,"그 사람 체온이 101.8도로 확 올라가서 반코마이신이랑 레보플록사신을 처방받았고, 40mg IV 라식스하고 1L IV 정상 삼투압 소금물을 맞았수다. 그 결과로 오줌이 540ml 나왔수다.",환자는 패혈증을 앓고 있수다.,,
entailment,긴급 혈액학 상담이 있었수다.,환자는 긴급 혈액학 상담을 받았수다.,,
contradiction,긴급 혈액학 상담이 진행됐수다.,환자으 피검사 결과는 정상입주.,,
neutral,긴급 혈액학 상담이 진행됐수다.,환자는 헤파린 유발성 혈소판감소증을 앓고 있수다.,,
entailment,그 사람은 치료 더 받으려고 [**Hospital1 22**]로 옮겨졌수다.,환자는 다른 병원에서 치료 받았수다.,,
contradiction,그 사람은 치료 더 받으려고 [**Hospital1 22**]로 옮겨졌수다.,환자는 병원에서 치료 안 받았수다.,,
neutral,그 사름은 더 치료허젠 [**Hospital1 22**]로 옮겨졌수다.,환자는 더 좋은 치료가 필요했수다.,,
entailment,그 사름은 [**3354**]년에 오른쪽 어깨 Bankart 복구 수술 받언 상태우다.,그 사름은 어깨가 빠졌었수다.,,
contradiction,그 사름은 [**3354**]년에 오른쪽 어깨 Bankart 복구 수술 받언 상태우다.,그 사름은 어깨 기능 장애 있었던 적이 어수다.,,
neutral,그 사름은 [**3354**]년에 오른쪽 어깨 Bankart 복구 수술 받언 상태우다.,그 사름은 요새 떨어지는 사고를 당했수다.,,
entailment,"대망 둘레 30.5cm, 25-50 백분위수.",환자 대망 둘레는 정상우다.,,
contradiction,"대망 둘레 30.5cm, 25-50 백분위수.",환자는 거대두증이 있수다.,,
neutral,"대망 둘레 30.5cm, 25-50 백분위수.",환자 몸무게는 정상 범위우다.,,
entailment,"15살 먹은 아들이 그 아줌마를 돕고 있긴 헌디, 이게 환자한티 문제가 되는 거 닮수다. 환자가 아들 등허리 걱정허거나, 어떵 때는 필요한 도움을 못 받앙 그럴 수도 있수다. 이 부분은 똑똑허지가 않수다.",환자가 도움이 필요헙니다.,,
contradiction,"그 아줌마를 돕는 15살 아들이 있는디, 환자가 그 아들 등허리 걱정허거나 어떵 때는 필요한 도움을 못 받앙 이게 환자한티 문제가 되는 거 닮수다. 그 이유는 똑똑허지가 않수다.",환자는 아무 도움도 못 받았수다.,,
neutral,"그 아줌마를 돕는 15살 아들이 있는디, 환자가 그 아들 등허리 걱정허거나 어떵 때는 필요한 도움을 못 받앙 이게 환자한티 문제가 되는 거 닮수다. 똑똑헌 이유는 잘 모르겠수다.",환자 옮기는 데 도움이 필요헙니다.,,
entailment,"응급실에서 처음 잰 생체 신호는 심박수 77회, 혈압 145/82mmHg, 호흡수 22회, 실내 공기 산소포화도 98%, 혈당치는 위험하게 높았수다.",환자는 고혈당증이 있수다.,,
contradiction,"응급실에서 처음 잰 생체 신호는 심박수 77회, 혈압 145/82mmHg, 호흡수 22회, 실내 공기 산소포화도 98%, 혈당치는 하영 높았수다.",환자 혈당 수치는 정상우다.,,
neutral,"응급실에서 처음 잰 생체 신호는 심박수 77회, 혈압 145/82mmHg, 호흡수 22회, 실내 공기 산소포화도 98%, 혈당치는 위험하게 높았수다.",환자는 당뇨가 있수다.,,
entailment,식구들이 새벽 3시쯤에 그 아줌마가 바닥에 있는 걸 봤수다.,환자는 바닥에서 발견됐수다.,,
contradiction,식구들이 새벽 3시쯤에 그 아줌마가 바닥에 있는 걸 봤수다.,환자는 평소 건강 상태 그대로우다.,,
neutral,식구들이 새벽 3시쯤에 그 아줌마가 바닥에 있는 걸 봤수다.,환자가 심장마비가 왔수다.,,
entailment,"# 간질성 폐질환 # 관상동맥질환 # 만성 신장 질환, 기저 크레아티닌 1.7 # 당뇨 2형, 눈 합병증 # 고콜레스테롤혈증 # 고혈압 # 식도 역류 # 골관절염 # 척추 협착증, 래미넥토미 수술 후 # 갑상선 결절 # 대장 폴립 # 전립선 비대 # 백내장 # 녹내장 # 위장헤르니아 # 비만 # 발기부전 # 백내장 # 망막 혈관 폐쇄 # 청력 손실 # 원발성 개방각 녹내장 # 골관절염 # 전립선 비대 # 철 결핍성 빈혈",환자는 여러 가지 병이 있수다.,,
contradiction,"# 간질성 폐질환 # 관상동맥질환 # 만성 신장 질환, 기저 크레아티닌 수치 1.7 # 당뇨 2형, 눈 합병증 # 고지혈증 # 고혈압 # 식도 역류 # 골관절염 # 척추 협착증, 척추 절제술 후 # 갑상선 결절 # 대장 용종 # 전립선 비대증 # 백내장 # 녹내장 # 위장허니아 # 비만 # 발기부전 # 백내장 # 망막 혈관 폐쇄 # 청력 손실 # 원발성 개방각 녹내장 # 골관절염 # 전립선 비대증 # 철 결핍성 빈혈",환자가 혈액투석 받고 있수다.,,
neutral,"# 간질성 폐질환 # 관상동맥질환 # 만성 신장 질환, 기저 크레아틴 수치 1.7 # 당뇨 2형, 눈 합병증 # 고콜레스테롤혈증 # 고혈압 # 식도 역류 # 골관절염 # 척추 협착증, 척추 절제술 후 # 갑상선 결절 # 대장 폴립 # 전립선 비대 # 백내장 # 녹내장 # 위장헤르니아 # 비만 # 발기부전 # 백내장 # 망막 혈관 폐쇄 # 청력 손실 # 원발성 개방각 녹내장 # 골관절염 # 전립선 비대 # 철결핍성 빈혈",환자는 비만우다.,,
entailment,9살 때부터 1형 당뇨가 있수다.,환자는 정작 때부터 1형 당뇨가 있수다.,,
contradiction,아홉 살 때부떠 일형 당뇨병을 알으멍 있수다.,환자한티 만성 질환이 어수다.,,
neutral,아홉 살 때부떠 일형 당뇨병을 알으멍 있수다.,환자는 당뇨병성 케토산증을 알았수다.,,
entailment,씨씨유로 옮겨져서 추가 치료를 받게 되었수다.,환자는 집중 치료가 필요했수다.,,
contradiction,더 잘 관리헐라고 중환자실로 옮겨졌수다.,환자가 집으로 퇴원했수다.,,
neutral,경과를 볼라고 씨씨유로 옮겨졌수다.,환자는 트로포닌 수치가 올랐수다.,,
entailment,"그 후에, 그 아인 신생아 중환자실로 옮겨져서 지켜보게 되었수다.",환자는 갓난아기우다.,,
contradiction,"그 후에, 그 아인 신생아 중환자실로 옮겨져서 지켜보게 되었수다.",환자 경과는 무난했수다.,,
neutral,"그 후에, 그 아인 신생아 중환자실로 옮겨져서 지켜보게 되었수다.",환자는 조산아우다.,,
entailment,그 여자는 지금이나 전이나 배 불편허거나 소화 안 된 적 없다고 햄수다.,환자는 배 아프지 않다고 햄수다.,,
contradiction,그 여자는 지금이나 전이나 배 불편허거나 소화 안 된 적 없다고 햄수다.,환자는 배를 알으멍 있수다.,,
neutral,그 여자는 지금이나 전이나 배 불편허거나 소화 안 된 적 없다고 햄수다.,환자는 가슴 아프지 않다고 햄수다.,,
entailment,"고름집은 보이지 않고, [** 위치 **] 이나 문맥정맥 혈전증은 어수다.",환자는 포털 정맥 안에 피떡이 어수다.,,
contradiction,"고름집은 보이지 않고, [** 위치 **] 이나 문맥정맥 혈전증은 어수다.",환자한티 포털 정맥에 피떡이 있수다.,,
neutral,"고름집은 보이지 않고, [** 위치 **] 이나 문맥정맥 혈전증은 어수다.",환자한티는 간에 병이 하나도 어수다.,,
entailment,"한 삼 주 전쯤에, 환자가 가슴이 '꽉 막힌 듯' '아프면서' 윗가슴허고 목까지 쫙 퍼지고, 양쪽 팔뚝으로도 조금 땡겼다고 했수다.",환자는 협심증을 알으멍 있었수다.,,
contradiction,"한 삼 주 전쯤에, 환자가 가슴이 '꽉 막힌 듯' '아프면서' 윗가슴허고 목까지 띠 두른 것처럼 쫙 퍼지고, 양쪽 팔로도 조금 땡겼다고 했수다.",환자는 심장 아팠던 적이 어수다.,,
neutral,"한 삼 주 전쯤에, 환자가 가슴이 '꽉 막힌 듯' '아프면서' 윗가슴허고 목까지 띠 두른 것처럼 쫙 퍼지고, 양쪽 팔뚝으로도 조금 땡겼다고 했수다.",환자는 관상동맥 질환을 알으멍 있수다.,,
entailment,"그 사람은 반코 1그램을 맞았고, 그 후에 혈관과에 가서 발이 어떤지 검사 받았는데, 항생제는 그만 쓰는 게 좋겠다고 했수다.",환자는 발에 상처가 났수다.,,
contradiction,"그 사람은 반코 1그램을 맞았고, 그 후에 혈관 전문가한티 발 검사를 받았는데, 항생제는 그만 쓰는 게 좋겠다고 했수다.",환자 발 검사 결과는 괜찮수다.,,
neutral,"그 사람은 반코 1그램을 맞았고, 그 후에 혈관 전문가한티 발이 어떤지 검사 받으러 갔는데, 항생제는 그만 쓰는 게 좋겠다고 했수다.",환자는 당뇨병을 알으멍 있수다.,,
entailment,환자가 술 안 먹었다고 헙니다.,환자는 술을 안 먹읍니다.,,
contradiction,환자가 술 안 먹었다고 헙니다.,환자가 술을 하영 먹고 있읍니다.,,
neutral,환자가 술 안 먹었다고 헙니다.,환자는 약 잘못 써온 적이 없읍니다.,,
entailment,그 여자는 생리 중에 나온 피가 쪼꼼 섞인 토를 허멍 물똥을 한 번 눴읍니다.,환자는 생리헐 나이입니다.,,
contradiction,그 여자는 생리 중에 나온 피가 쪼꼼 섞인 토를 허멍 물똥을 한 번 눴읍니다.,환자는 생리 멎었읍니다.,,
neutral,그 여자는 생리 중에 나온 피가 쪼꼼 섞인 토를 허멍 물똥을 한 번 눴읍니다.,환자는 골반이 아풉니다.,,
entailment,"그 사람 마누라 말이, 걸을라고 허는디 왼짝으로 넘어지는 거슬 봤다고 했고, 더 검사해볼라고 [**Hospital1 52**]로 보내졌읍니다.",그 사람은 걷는 게 이상했읍니다.,,
contradiction,"그 사람 마누라 말이, 걸을라고 허는디 왼짝으로 넘어지는 거슬 봤다고 했고, 더 검사해볼라고 [**Hospital1 52**]로 보내졌읍니다.",그 사람은 잘 걷읍니다.,,
neutral,"그 사람 마누라 말이, 걸을라고 허는디 왼짝으로 넘어지는 거슬 봤다고 했고, 더 검사해볼라고 [**Hospital1 52**]로 보내졌읍니다.",그 사람은 심방세동이영 고혈압이 있읍니다.,,
entailment,특히 그 사람은 [**Hospital1 68**]에성 호흡기 감염이영 만성폐쇄성폐질환이 더 나빠져서 [**9-23**]에 퇴원했읍니다.,환자는 폐병이 있읍니다.,,
contradiction,특히 그 사람은 [**Hospital1 68**]에성 호흡기 감염이영 만성폐쇄성폐질환이 더 나빠져서 [**9-23**]에 퇴원했읍니다.,환자 폐 기능은 괜찮읍니다.,,
neutral,특히 그 사람은 [**Hospital1 68**]에성 호흡기 감염이영 만성폐쇄성폐질환이 더 나빠져서 [**9-23**]에 퇴원했읍니다.,환자는 담배 피운 적이 있읍니다.,,
entailment,피토신 써서 분만 유도했읍니다.,환자가 애 낳고 있읍니다.,,
contradiction,피토신 써서 분만 유도했읍니다.,환자는 제왕절개 수술했읍니다.,,
neutral,피토신 써서 분만 유도했읍니다.,환자 애가 안 나옵니다.,,
entailment,신장 기능이 안 좋아서 허는 발작.,콩팥 기능 장애.,,
contradiction,신부전증으로 허는 발작.,정상적인 콩팥 기능.,,
neutral,신부전증으로 허는 발작.,환자는 혈액투석 받고 있읍니다.,,
entailment,알츠하이머 치매 3단계.,환자 인지 능력이 나빠집니다.,,
contradiction,알츠하이머 치매 3단계.,환자 MMSE 결과는 정상입니다.,,
neutral,알츠하이머 치매 3단계우다.,환자으 뇌 MRI 결과가 이상있수다.,,
entailment,알츠하이머 치매 3기우다.,환자는 치매를 앓고 있수다.,,
contradiction,알츠하이머 치매 3단계우다.,환자으 인지 기능은 정상이우다.,,
neutral,알츠하이머 치매 3단계우다.,환자는 요양원서 생활허고 있수다.,,
entailment,환자는 보통 아무 도움 없이 걸으우다.,환자는 기본적으로 댕길 수 있수다.,,
contradiction,환자는 보통 아무 도움 없이 걸을 수 있수다.,환자는 휠체어에 의지허고 있수다.,,
neutral,환자는 보통 아무 도움 없이 걸을 수 있수다.,환자는 일상 생활 활동을 혼자서 허우다.,,
entailment,"약물 시험에는 이런 약덜이 포함되우다: 테그레톨, 에펙서, 데파코트, 리튬.",환자는 여러가지 약을 써 봤수다.,,
contradiction,"약물 시험에는 테그레톨, 에펙서, 데파코트, 리튬이 포함되우다.",환자는 약물 치료를 한 번도 안 받아봤수다.,,
neutral,"약물 시험에는 이런 약덜이 포함되우다: 테그레톨, 에펙서, 데파코트, 리튬.",환자는 조울증이 있수다.,,
entailment,그 사람으 [**5-16**]일자 가슴 X-선 결과는 심장이 커지고 폐부종이 더 나빠진 걸로 나왔수다. 또 왼쪽 아랫폐엽 응집이랑 흉막 삼출도 나타났수다.,환자는 심부전증이 있수다.,,
contradiction,그 사람으 [**5-16**]일자 가슴 X-선 결과는 심장이 커지고 폐부종이 더 나빠진 걸로 나왔수다. 또 왼쪽 아랫폐엽 응집이랑 흉막 삼출도 보였수다.,환자으 심장은 정상이우다.,,
neutral,그 사람으 [**5-16**]일자 가슴 X-선 결과는 심장이 커지고 폐부종이 더 나빠진 걸로 나왔수다. 또 왼쪽 아랫폐엽 응집이랑 흉막 삼출도 보였수다.,환자는 폐렴에 걸렸수다.,,
entailment,그 담에 [**3079**]년에 왼쪽 편이 아주 약해지는 증상이 나타났수다.,환자한테 뇌졸중 징후가 보이고 있수다.,,
contradiction,"이건 [**3079**]년에 있었던 일인디, 왼쪽 몸에 심헌 마비 증상이 있었수다.",환자으 신경계 검사 결과는 정상이우다.,,
neutral,그 담에 [**3079**]년에 왼쪽 편이 아주 약해지는 증상이 나타났수다.,환자는 일과성 뇌허혈발작(TIA)을 겪었수다.,,
entailment,"그 사람이 병동에 도착했을 때도 여전히 어지럽다고 했수다. 그 사람 말로는 ""세상이 다 기우뚱허는 거 닮다""고 허멍, 머리도 아팠수다.",환자는 전정기능 장애 증상을 보이고 있수다.,,
contradiction,그 사람이 병동에 도착했을 때도 계속 어지럽다고 했수다. 세상이 다 기우뚱허는 거 닮다고 말했수다. 그리고 머리도 아팠수다.,환자는 전정기능 장애 증상이 어수다.,,
neutral,"그 사람이 병동에 도착했을 때도 계속 어지럽다고 했수다--""세상이 다 기우뚱허는 거 닮다고""--그리고 머리도 아프고 있었수다.",환자는 소뇌 뇌졸중을 겪었수다.,,
entailment,환자는 전에 DVT 앓았던 것 때문에 쿠마딘을 먹고 있수다.,환자한테 항응고치료가 진행 중이우다.,,
contradiction,환자는 DVT(심부정맥혈전증)의 과거력으로 인해 쿠마딘을 복용 중입니다.,환자는 출혈 증가 위험이 없습니다.,,
neutral,환자는 DVT의 과거력으로 인해 Coumadin을 복용 중입니다.,환자는 과다응고 상태를 가지고 있습니다.,,
entailment,"심장은 경미하게부터 중등도로 확대되어 있으나, 크게 변한 점은 없습니다.",환자는 심장비대증을 가지고 있습니다.,,
contradiction,"심장은 경미하게부터 중등도로 확대되어 있으나, 크게 변화한 것은 아닙니다.",환자는 심장이 작습니다.,,
neutral,"심장은 경미하게부터 중등도로 확대되어 있으나, 크게 변한 점은 없습니다.",환자는 고혈압입니다.,,
entailment,그는 출산 전 4시간 미만의 치료 후 판정을 위해 신생아 중환자실에 입원하였습니다.,환자가 감염되었습니다.,,
contradiction,그는 출산 전 4시간 미만의 치료 후 판정을 위해 신생아 중환자실에 입원하였습니다.,환자는 건강한 신생아입니다.,,
neutral,그는 출산 전 4시간 미만의 치료 후 판정을 위해 신생아 중환자실에 입원하였습니다.,환자는 조산아입니다.,,
entailment,방광장애를 동반한 전립선비대증으로 인해 폴리 카테터 삽입이 필요했던 병력이 있습니다.,전립선 확대,,
contradiction,방광장애를 동반한 전립선비대로 인해 폴리 삽입이 필요한 병력이 있습니다.,소변 관련 불편 사항 없음,,
neutral,방광장애를 동반한 전립선비대증으로 인해 폴리 카테터 삽입이 필요했던 병력이 있습니다.,PSA 수치가 높음,,
entailment,"인슐린 의존성 당뇨병, 13세에 진단됨.",환자는 만성적인 질병을 앓고 있습니다.,,
contradiction,"인슐린 의존성 당뇨병, 13세에 진단됨.",환자의 A1c 수치는 정상입니다.,,
neutral,"인슐린 의존성 당뇨병, 13세에 진단됨.",환자의 혈중 글루코스 수치가 상승하였습니다.,,
entailment,환자의 플라비스 복용이 [**2564-5-31**]에 종료되는 총 30일간 계획되어 있었습니다.,환자는 항혈소판 약물을 복용 중입니다.,,
contradiction,환자의 플라비스 복용이 [**2564-5-31**]에 종료되는 30일간 계획되어 있었습니다.,환자의 혈소판 기능은 정상입니다.,,
neutral,환자의 플라비스 복용이 [**2564-5-31**]에 종료되는 30일간 계획되어 있었습니다.,환자는 최근에 뇌졸중을 겪었습니다.,,
entailment,"그녀의 혈압이 97/52로 떨어졌다가, 나중에는 197/92로 상승했습니다 (매우 불안정함).",환자는 간헐적으로 저혈압을 겪고 있습니다.,,
contradiction,"그녀의 혈압이 97/52로 떨어졌다가, 나중에는 197/92로 상승했습니다 (매우 불안정함).",환자의 혈압이 안정적입니다.,,
neutral,"그녀의 혈압이 97/52로 떨어졌다가, 나중에는 197/92로 상승했습니다(매우 불안정함).",환자의 심박수는 정상입니다.,,
entailment,"에코에서 경미한 대동맥 협착증이 관찰되었으며, 이전에 실신 증상이 9회 있었습니다.",에코검사 결과에서 대동맥의 협착이 관찰되었습니다.,,
contradiction,"에코에서 경미한 대동맥 협착증이 발견되었으며, 과거에 실신 증상이 9회 있었음.",에코검사에서 이상 소견이 없었습니다.,,
neutral,"에코검사에서 경미한 대동맥 협착증이 발견되었으며, 과거에는 실신 증상이 9회 있었습니다.",낙상력,,
entailment,"정기적인 건조, 흡인 및 자극이 이루어집니다.",그 유아는 최근에 태어났습니다.,,
contradiction,"정기적인 건조, 흡인 및 자극이 이루어집니다.",환자의 어머니는 아직 출산하지 않았습니다.,,
neutral,"정기적인 건조, 흡인 및 자극.",분만은 정상적인 자연분만으로 진행되었습니다.,,
entailment,2년 이상 출혈이 없는 수박 위증과 위정맥 확장증.,환자에게는 활동적인 출혈이 없습니다.,,
contradiction,2년 이상 출혈이 없는 수박 위증과 위정맥 확장증.,환자는 토혈을 겪고 있습니다.,,
neutral,2년 이상 출혈이 없는 수박 위증과 위정맥류가 있습니다.,환자는 간경변증을 앓고 있습니다.,,
entailment,"그는 오늘 요양원에서 호흡곤란을 호소했고, 실외공기에서 산소포화도가 80%대로 저산소증을 보였습니다. 그리고 6리터의 산소를 공급했을 때 산소포화도가 90%로 측정되었습니다. 그의 백혈구 검사에서 밴드형 세포증가증을 보였고, 이에 따라 응급실로 이송되었습니다.",그의 산소포화도 수준이 낮습니다.,,
contradiction,"그는 오늘 요양원에서 호흡곤란을 호소하였고, 실외공기에서 산소포화도가 80%대로 저산소증을 보였습니다. 또한, 6리터의 산소를 공급받아 산소포화도가 90%로 측정되었습니다. 그의 백혈구에서 밴드형 세포증가증을 보였으며, 응급실로 이송되었습니다.",호흡 기능은 정상입니다.,,
neutral,"그는 오늘 요양원에서 호흡곤란을 호소했고, 실외공기에서 산소포화도가 80대로 저산소증을 보였습니다. 6리터의 산소를 공급했을 때 산소포화도는 90%였습니다. 그의 백혈구에서 밴드형 세포증가증이 발견되었고, 응급실로 이송되었습니다.",그는 만성폐쇄성폐질환(COPD)의 병력이 있습니다.,,
entailment,"그는 라식스 40mg을 재처방 받았으며, 1주 후에 후속 검사를 위한 실험실 검사를 받을 계획입니다.",그는 다시 이뇨제를 복용하기 시작했다.,,
contradiction,"그는 라식스 40mg을 재처방 받았고, 1주일 후에 추적 검사를 위한 검사를 받을 계획입니다.",그는 이뇨제를 중단했습니다.,,
neutral,"그는 라식스 40mg을 재처방 받았으며, 1주 후에 후속 검사를 위한 실험실 검사를 받을 계획입니다.",그는 신장 질환의 과거력이 있습니다.,,
