gold_label,sentence1_jeju,sentence2_jeju,ai_answer,result
contradiction,±× ¾ç¹ÝÀº Áö±ÝÀÌ³ª ¿¹Àü¿¡µµ ¹è ºÒÆíÇå °Å³ª ¼ÒÈ­ ¾È µÈ °Å¸¦ °Þ¾ð ÀûÀÌ ¾ö¼ö´Ù°í ºÎÀÎÇÕÁÖ´Ù.,È¯ÀÚ º¹Åë °Þ°í ÀÖ¼ö´Ù¿¹.,,
neutral,±× »ç¸§Àº Áö±ÝÀÌ³ª ¿¾Àû¿¡ ¹è °ÅºÏÇã³­ °Å³ª ¼ÒÈ­ ¾È µÊÀ» °Þ¾ð Àû ¾ø´ç Çã¸Û ºÎÀÎÇã°í ÀÖ¼ö´Ù.,È¯ÀÚ °¡½¿ ¾ÆÇÂ °Å ¾ø´Ù ÇÏ¿ì´Ù¿¹.,,
entailment,"³ó¾çÀº ¾È º¸¿´¼ö´Ù, [** À§Ä¡ **] ¾Æ´Ï¹Î ¹®¸ÆÁ¤¸Æ Ç÷ÀüÁõµµ ¾ø¼ö´Ù.",È¯ÀÚ Æ÷ÅÐ Á¤¸Æ¿¡ Ç÷ÀüÀº ¾ø¼ö´Ù¿¹.,,
contradiction,"³ó¾çÀº ¾È º¸¿´¼ö´Ù, [** À§Ä¡ **] ¾Æ´Ï¸é ¹®¸ÆÁ¤¸Æ Ç÷ÀüÁõµµ ¾ø¼ö´Ù.",È¯ÀÚ Æ÷ÅÐ Á¤¸Æ Ç÷Àü ÀÖ¼ö´Ù¿¹.,,
neutral,"³ó¾çÀÌ ¹ß°ß ¾È µÆ¼ö´Ù, [** À§Ä¡ **]ÀÌ³ª ¹®¸ÆÁ¤¸Æ Ç÷ÀüÁõµµ ¾ø¼ö´Ù.",È¯ÀÚ °£ º´º¯ ÀüÇô ¾ø¼ö´Ù¿¹.,,
entailment,"¾à ¼¼ ÁÖ Àü²², È¯ÀÚ´Â °¡½É¿¡ Á¶¿©¿À´Â °Å¶û ¾ÆÇÂ °Ô »ý°Ü»ç ¿ô°¡½ÉÀÌ¶û ¸ñ °Ç³Ê·Î ÆÛÁø´Ù²¿ °í¶óÁÖ¾ú°í, ¾ç ÆÈ ¿ôÂÊ¿¡µµ ¿À²Ä »¸ÃÄ¿À´Â ¾ÆÇÄÀÌ ÀÖ¾ú¼ö´Ù.",È¯ÀÚ Çù½ÉÁõ ¾Î°í ÀÖ¾ú¼ö´Ù¿¹.,,
contradiction,"ÇÑ »ï ÁÖ ¾ÕÀü, È¯ÀÜ °¡½¿¿¡ '¾Ð¹Ú°¨'ÇÏ°í '¾ÆÇÄ'ÀÌ »óÃ¼¶û ¸ñÀ» ¶ìÃ³·³ °¡·ÎÁú·¯ ÆÛÁö¸Û ¾ç ÆÈ±îÁö Á¶°õ ¹øÁ®°£´ÙÄí º¸°íÇß¼ö´Ù.",È¯ÀÚ ½ÉÀå Áõ»ó °ú°Å·Â ¾ø¼ö´Ù¿¹.,,
neutral,"¾à ¼¼ ÁÖ Àü, È¯ÀÚ´Â °¡½¿¿¡ ¾Ð¹Ú°¨ÀÌ¶û ÅëÁõÀÌ ¸ö ¿ôÁ¶¶û ¸ñÀ» °¡·ÎÁú·¯ ¶ìÃ³·³ ÆÛÁö¸Û ¾ç ÆÈ ¿ôÁ¶·Î ÂÉ²Ä »¸ÃÄ°¡´Â Áõ»óÀÌ¶ó º¸°íÇã¿´¼ö´Ù.",È¯ÀÚ °ü»óµ¿¸Æ ÁúÈ¯ ¾Î°í ÀÖ¼ö´Ù¿¹.,,
entailment,"±× ¾ç Vanco 1g ÁÖ»ç ¸Â¾Ó, ±× µÚ Ç÷°ü°ú¼­ ±× ¾ç ¹ß Æò°¡ Çæ¶ó°Ô °Ë»çµµ ¹Þ¾Ó, °Ô³­ Ç×»ýÁ¦´Â ²÷À¸¶ó°î ±ÇÇØºÎ·¶¼ö´Ù.",È¯ÀÚ ¹ß¿¡ »óÃ³ ÀÔ¾îºÎ·µ¼ö´Ù¿¹.,,
contradiction,"±× ¾ç¹ÝÀº Vanco 1g ÁÖ»ç ¹Þ¾Ó, ±× µÚ¿¨ Ç÷°ü Àü¹®°¡ÇÑÅ× ¹ß °Ë»ç ¹Þ°î, Ç×»ýÁ¦´Â ±×¸¸Çã´Â °Ô ÁÁ´Ü ±Ç°í µé¾ú¼ö´Ù.",È¯ÀÚ ¹ß °Ë»ç °á°ú Á¤»óÀÌ¿ì´Ù¿¹.,,
neutral,"±× ¾ç¹ÝÀº Vanco 1g Åõ¿©¹Þ°î, ±× µÚ Ç÷°ü Àü¹®ÀÇÇÑÅ× ±× ¹ß ºÁÁÖ°Ô·Î Ã£¾Æ°¡°î, °Ô³­ Ç×»ýÁ¦´Â ±×¸¸Çã´Â °Ô ÁÁ´Ü ±Ç°í¸¦ ¹Þ¾Ò¼ö´Ù.",È¯ÀÚ ´ç´¢º´ ¾Î°í ÀÖ¼ö´Ù¿¹.,,
entailment,È¯ÀÚ´Â ¾ËÄÚ¿Ã ¼·Ãë¸¦ ºÎÀÎÇã¿ì´Ù.,È¯ÀÚ ¼ú ¾È ¸Ô´Â´Ù°í ÇÏ¿ì´Ù¿¹.,,
contradiction,È¯ÀÚ´Â ¾ËÄÚ¿Ã »ç¿ëÀ» ºÎÀÎÇÕ¼ö´Ù.,È¯ÀÚ ¼ú ³²¿ëÇÏ°í ÀÖ¼ö´Ù¿¹.,,
neutral,È¯ÀÚ´Â ¼ú ¾È ¸Ô´Â´Ù´ç Çã¿ì´Ù.,È¯ÀÚ ¾à¹° ³²¿ë °ú°Å·Â ¾ø¼ö´Ù¿¹.,,
entailment,±á´Â ±× µ¿¾È ÇÇ Á¶°õ ¼¯ÀÎ Åä Çã°î ¹°¶ËÀ» ÇÑ ¹ø ´³¼ö´Ù.,È¯ÀÚ ¿ù°æ °¡´É ¿¬·ÉÀÌ¿ì´Ù¿¹.,,
contradiction,±× »ç¸§Àº ÀÌ ±â°£ µ¿¾È ÇÍ¹° Á¶°õ ¼¯ÀÎ Åä¸¦ Çã¸Û ¹°°°Àº ¼³»ç¸¦ È¥¹ø ”f¼ö´Ù.,È¯ÀÚ Æó°æ Áö³­ »óÅÂ¿ì´Ù¿¹.,,
neutral,±×ºÐÀº ±× µ¿ÇÑ ÇÇ°¡ Á¶°õ ¼¯ÀÎ ÅäÇã¸Û ¹°¼³»ç¸¦ ÇÑ ¹ø Çß¼ö´Ù.,È¯ÀÚ °ñ¹Ý ¾ÆÇÄ °Þ°í ÀÖ¼ö´Ù¿¹.,,
entailment,"±× ¾Æ³«Àº ±×°¡ °É¾îº¸¸Û ¿ÞÂÊÀ¸·ç ³Ñ¾îÁö³­ °Å ºÃÁÖ°Ô Çã¸Û ¸»ÇØ¼ö´Ù, Çã³­ ´õ Æò°¡ ¹ÞÀ¸°Ô [**Hospital1 52**]·Î ¿Å°ÜÁ³¼ö´Ù.",±× »ç¶÷ °ÉÀ½°ÉÀÌ°¡ ºñÁ¤»óÀûÀ¸·Î º¸¿´¼ö´Ù¿¹.,,
contradiction,"±× ¾Æ³«ÀÌ ±× »ç¶÷ÀÌ °É¾îº¸¸Û ¿ÞÂÊÀ¸·Î ³ÑÁ®ºÎ´Â °Å ºÃÁÖ°Ô ¸»ÇØ»ç, ±× »ç¶÷Àº µ¡ »ìÆìº¸Á¨°Ô [**Hospital1 52**]·Î ¿Å°ÜÁ®ºÎ·¶¼ö´Ù.",±× »ç¶÷ °ÉÀ½ Á¤»óÀ¸·Î º¸ÀÌ¿ì´Ù¿¹.,,
neutral,"±×ÀÌ ¾È»ç¶÷ÀÌ ±×°¡ °É¾îº¸³­ Áß¿¡ ¿ÞÂ¦À¸·ç ³Ñ¾îÁö³­ °É ¹ß°ßÇØ»ç, ±×´Â [**Hospital1 52**]·Î ½Ç·Á°¡»ç ´õ Æò°¡¸¦ ¹Þ¾Ò¼ö´Ù.",±× »ç¶÷ ½É¹æ¼¼µ¿ÀÌ¶û °íÇ÷¾Ð º´·Â ÀÖ¼ö´Ù¿¹.,,
entailment,Æ¯È÷ ±×´Â [**Hospital1 68**]¼­ »ó±â È£Èí±â °¨¿°/¸¸¼ºÆó¼â¼ºÆóÁúÈ¯ ¾ÇÈ­·Î [**9-23**]¿¡ Åð¿øÇß¼ö´Ù.,È¯ÀÚ Æó ÁúÈ¯ ÀÖ¼ö´Ù¿¹.,,
contradiction,"±× ¾çÀº Æ¯±âÇæ ¸¸Çå °Å·Î, [**Hospital1 68**]¼­ »ó±â±âµµ °¨¿°/¸¸¼ºÆó¼â¼ºÆóÁúÈ¯ ¾ÇÈ­ ¶«½Ã [**9-23**]¿¡ Åð¿øÇß¼ö´Ù.",È¯ÀÚ Æó ±â´É Á¤»óÀÌ¿ì´Ù¿¹.,,
neutral,ÁÖ¸ñÇæ Á¡Àº ±× »ç¸§ÀÌ [**Hospital1 68**]¼­ »ó±âµµ °¨¿°/¸¸¼ºÆó¼â¼ºÆóÁúÈ¯ ¾ÇÈ­ ¶«½Ã [**9-23**]¿¡ Åð¿øÇß¼ö´Ù´Â °Å¼ö´Ù.,È¯ÀÚ ´ã¹è ÇÉ ÀÌ·Â ÀÖ¼ö´Ù¿¹.,,
entailment,ºÐ¸¸Àº ÇÇÅä½ÅÀ¸·Õ À¯µµµÇ¾ú¼ö´Ù.,È¯ÀÚ ºÐ¸¸ ÁßÀÌ¿ì´Ù¿¹.,,
contradiction,ºÐ¸¸Àº ÇÇÅä½Å ¾²¸Û À¯µµµÆ¼ö´Ù.,È¯ÀÚ Á¦¿ÕÀý°³ ¼ö¼ú ¹Þ¾Ò¼ö´Ù¿¹.,,
neutral,ÇÇÅä½ÅÀ» ¾²°î ºÐ¸¸ À¯µµÇß¼ö´Ù.,È¯ÀÚ ºÐ¸¸ÀÌ ÁøÇàÀÌ ¾È µÇ¸Û ¸ØÃçºÎ·µ¼ö´Ù¿¹.,,
entailment,½ÅÀå ±â´ÉÀå¾Ö »óÈË¼­ ¹ßÀÛÀå¾Ö.,È¯ÀÚ ½ÅÀå ±â´É Àå¾Ö ÀÖ¼ö´Ù¿¹.,,
contradiction,½ÅºÎÀüÁõ »óÈ²¿¡½Ã ¹ßÀÛÀå¾Ö.,È¯ÀÚ ½ÅÀå ±â´É Á¤»óÀÌ¶ó ÇÏ¿ì´Ù¿¹.,,
neutral,½ÅºÎÀüÁõ »óÈ²¿¡¼ö ³ª´Â ¹ßÀÛÀå¾Ö.,È¯ÀÚ Ç÷¾×Åõ¼® ¹Þ°í ÀÖ¼ö´Ù¿¹.,,
entailment,¾ËÃ÷ÇÏÀÌ¸Ó Ä¡¸Å ¼ÂÂ° ´Ü°è¿ì´Ù.,È¯ÀÚ ÀÎÁö ´É·Â ¶³¾îÁ³¼ö´Ù¿¹.,,
contradiction,¾ËÃ÷ÇÏÀÌ¸Ó Ä¡¸Å ¼ÂÂ° ´Ü°èÀÌ¿ì´Ù.,È¯ÀÚ MMSE °á°ú Á¤»óÀÌ¿ì´Ù¿¹.,,
neutral,¾ËÂêÇÏÀÌ¸Ó °ûµÎ ¼ÂÂ° ´Ü°è.,È¯ÀÚ ³ú MRI °á°ú ºñÁ¤»óÀÌ¶ó ³ª¿Ó¼ö´Ù¿¹.,,
entailment,¾ËÃ÷ÇÏÀÌ¸Ó Ä¡¸Å »ï±â,È¯ÀÚ Ä¡¸Å ¾Î°í ÀÖ¼ö´Ù¿¹.,,
contradiction,¾ËÃ÷ÇÏÀÌ¸Ó Ä¡¸Å 3´Ü°Ô.,È¯ÀÚ ÀÎÁö ±â´ÉÀº Á¤»óÀÌ¶ó ÇÏ¿ì´Ù¿¹.,,
neutral,¾ËÃ÷ÇÏÀÌ¸Ó Ä¡¸Å ¼ÂÂ° ´Ü°è¿©.,È¯ÀÚ ¿ä¾ç¿ø¿¡¼­ Áö³»°í ÀÖ¼ö´Ù¿¹.,,
entailment,È¯ÀÚ³­ º¸Åë ¾Ï µµ¿òµµ ¾ö¼­ °È¼ö´Ù.,È¯ÀÚ ±âº»ÀûÀ¸·Î ¿òÁ÷ÀÏ ¼ö ÀÖ¼ö´Ù¿¹.,,
contradiction,È¯ÀÚ´Â ´ë°³ ¾Æ¹« µµ¿òµµ ¾ö¼­ °ÉÀ» ¼ö ÀÖ¼ö´Ù.,È¯ÀÚ ÈÙÃ¼¾î ÀÇÁ¸ÇÏ°í ÀÖ¼ö´Ù¿¹.,,
neutral,È¯ÀÚ³­ ´ë°³ ¾Ï µµ¿òµµ ¾ö½Ã °ÉÀ» ¼ö ÀÖ¼ö´Ù.,È¯ÀÚ ÀÏ»ó»ýÈ° µ¶¸³ÀûÀ¸·Î ÇÏ°í ÀÖ¼ö´Ù¿¹.,,
entailment,"¾à¹° ½ÃÇè¿£ ÀÌ·± ¾àµéÀÌ µé¾û ÀÖ¼ö´Ù: Å×±×·¹Åç, ¿¡Æå¼­, µ¥ÆÄÄÚÆ®, ¸®Æ¬.",È¯ÀÚ ¿©·¯ ¾à¹° Ä¡·á ½ÃµµÇØºÃ¼ö´Ù¿¹.,,
contradiction,"¾à¹° ½ÃÇè¿¨ Å×±×·¹Åç, ¿¡Æå¼­, µ¥ÆÄÄÚÆ®, ¸®Æ¬ÀÌ Æ÷ÇÔµÇ¿© ÀÖ¼ö´Ù.",È¯ÀÚ ¾à¹° Ä¡·á ÇÑ ¹øµµ ¾È ¹Þ¾ÆºÃ¼ö´Ù¿¹.,,
neutral,"¾à¹° ½ÃÇè¿£ ¿ä·± ¾àµéÀÌ µé¾î°¡ ÀÖ¼ö´Ù: Å×±×·¹Åç, ¿¡Æå¼­, µ¥ÆÄÄÚÆ®, ¸®Æ¬.",È¯ÀÚ Á¶¿ïÁõ ¾Î°í ÀÖ¼ö´Ù¿¹.,,
entailment,"±×ÀÇ [**5-16**]ÀÏÀÚ ÈäºÎ X-¼± °á°ú º¸³­ ½ÉÀåÀÌ Ä¿Á® ÀÖ°î ÆóºÎÁ¾ÀÌ ´õ ¾ÇÈ­µÈ °Å º¸¿©Áá¼ö´Ù, °Ô´Ù ¿ÞÂÊ ÇÏºÎÆó¿±¿¡ ÀÀÁýÀÌ¶û Èä¸· »ïÃâµµ º¸¿´¼ö´Ù.",È¯ÀÚ ½ÉºÎÀüÁõ ¾Î°í ÀÖ¼ö´Ù¿¹.,,
contradiction,"±× »ç¸§ [**5-16**]ÀÏÀÚ ÈäºÎ X-¼± ¿§¼­ ½ÉÀåÀÌ ÇÏ¿µ Ä¿Á®ºÒÀº °Å¶û ÆóºÎÁ¾ÀÌ ´õ ½ÉÇØÁ®ºÒÀº °Å, Çã°í ¿ÞÂÊ ÇÏºÎ Æó¿± ÀÀÁýÀÌ¶û Èä¸· »ïÃâÀÌ º¸¿´¼ö´Ù.",È¯ÀÚ ½ÉÀå Á¤»óÀÌ¶ó ÇÏ¿ì´Ù¿¹.,,
neutral,"±×ÀÌ [**5-16**]ÀÏÀÚ ÈäºÎ ¿¢½º¼± °á°ú º¸³­ ½ÉÀå ÇÏ¿µ Ä¿Á®ºÒ°í ÆóºÎÁ¾µµ ´õ ½ÉÇØÁø °Å º¸¿´¼ö´Ù, ¶Ç ¿ÞÂÊ ÇÏºÎÆó¿± ÀÀÁýÀÌ¶û Èä¸· »ïÃâµµ º¸¿´¼ö´Ù.",È¯ÀÚ Æó·Å ¿Ô¼ö´Ù¿¹.,,
entailment,´ÙÀ½Çã¹Î [**3079**]ÇØ¿¡ ¿ÞÂ¦ Æí ÈûÀÌ ½ÉÇã°Ô ¾àÇØÁø Áõ»óÀÌ ³ªÅ¸³µ¼ö´Ù.,È¯ÀÚ ³úÁ¹Áß Â¡ÈÄ º¸ÀÌ°í ÀÖ¼ö´Ù¿¹.,,
contradiction,"´ÙÀ½ »ç·¹´Â [**3079**]ÇØ¿¡ »ý°ÜºÎ·¶ÁÖ°Ô, ¿ÞÂ¦ ¸¶ºñ Â¡»óÀÌ ½ÉÇã°Ô ÀÖ¾ú¼ö´Ù.",È¯ÀÚ ½Å°æ°è °Ë»ç Á¤»óÀÌ¶ó ³ª¿Ó¼ö´Ù¿¹.,,
neutral,´ÙÀ½³­ [**3079**]³â¿¡ ½É°¢Çå ¿ÞÂÊ Æí ¾àÇãÁü Áõ»óÀÌ ³ªÅ¸³µ¼ö´Ù.,È¯ÀÚ ÀÏ°ú¼º ³úÇãÇ÷¹ßÀÛ(TIA) °Þ¾ú¼ö´Ù¿¹.,,
entailment,"°Â º´µ¿¿¡ µµÂøÇã¹Î ¾ÆÁïµµ ¾îÁö·´´Ù Çã¸Û, °Â ¸»·Î Çã¹Î ""¸ðµç °Ô ±ÕÇü ÀÒÀº °©´Ù"" ´À²¸Áö°í ¸Ó¸®µµ ¾ÆÇÁ¿ì´Ù.",È¯ÀÚ ÀüÁ¤±â´É Àå¾Ö Áõ»ó º¸ÀÌ°í ÀÖ¼ö´Ù¿¹.,,
contradiction,"±× »ç¶÷Àº º´µ¿¿¡ µµÂøÇÏ¹Î, ¾ÆÁ÷µµ ¾îÁö·´´ÙÄ«¹Î ÇÏ¸Û, ¸ðµç °Ô ±ÕÇüÀ» ÀÒ¾ð °Å °¡µû ´À²¸Áø´Ü Çã¸Û ¸»ÇÜ¼ö´Ù, °Ô³­ °ñµµ ¾ÆÆÍ¼ö´Ù.",È¯ÀÚ ÀüÁ¤±â´É Àå¾Ö Áõ»ó ¾ø¼ö´Ù¿¹.,,
neutral,"±× »ç¶÷ÀÌ º´µ¿¿¡ µµÂøÇã³­, ¾ÆÁ÷µµ ? ¡®¸ðµç °Ô ±ÕÇü ÀÒ¾îºÐ °Å °¡½Ã³­¡¯ ? ¾î½Ã·´´Ù ÇÏ¸Û ¸Ó¸®µµ ¾ÆÇÁ¾û ÀÖ¾ú¼ö´Ù.",È¯ÀÚ ¼Ò³ú ³úÁ¹Áß °Þ¾ú¼ö´Ù¿¹.,,
entailment,È¯ÀÚ´Â DVT °ú°Å·Â ¶«½Å Äí¸¶µò ¸Ô¾û ÀÕ¼ö´Ù.,È¯ÀÚ Ç×ÀÀ°íÄ¡·á ÁøÇà ÁßÀÌ¿ì´Ù¿¹.,,
contradiction,È¯ÀÚÈ¥ DVT(½ÉºÎÁ¤¸ÆÇ÷ÀüÁõ) °ú°Å·Â ¶«½Ã Äí¸¶µò ¸Ô¾û ÀÖ¼ö´Ù.,È¯ÀÚ ÃâÇ÷ À§Çè Áõ°¡ ¾ø¼ö´Ù¿¹.,,
neutral,È¯ÀÚ´Â DVT °ú°Å·Â ¶«½Ã Äí¸¶µòÀ» º¹¿ëÇã°í ÀÖ¼ö´Ù.,È¯ÀÚ °ú´ÙÀÀ°í »óÅÂ ÀÖ¼ö´Ù¿¹.,,
entailment,"½ÉÀåÀ¸ °æ¹ÌÇã°Ô¼­ Áßµîµµ±îÁö Ä¿Á® ÀÕ¼ö´Ù¸¸, Å©°Ô ´Þ¶óÁø °Ç ¿É¼ö´Ù.",È¯ÀÚ ½ÉÀå ºñ´ëÁõ ÀÖ¼ö´Ù¿¹.,,
contradiction,"½ÉÀåÀº °æ¹ÌÇã°Ô¼­ Áßµîµµ±îÁö Ä¿Á® ÀÖ¼ö´Ù¸¸, Å« º¯È­´Â ¾÷¼ö´Ù.",È¯ÀÚ ½ÉÀåÀÌ ÀÛ¼ö´Ù¿¹.,,
neutral,"½ÉÀåÀº Á¶°õ¼­ Áß°£ Á¤µµ·Î Ä¿Á® ÀÕÁÖ¸¸, ÇÏ¿µ ´Þ¶óÁø °Ç ¾ø¼ö´Ù.",È¯ÀÚ °íÇ÷¾ÐÀÌ¿ì´Ù¿¹.,,
entailment,±× ¾çÀº ÇØ»ê Çã±â Àü »ç½Ã°£µµ ¾È µÇ°Ô Ä¡·á ¹Þ¾Ó¼­ ÆÇÁ¤ ¹ÞÁ¨ ½Å»ý¾Æ ÁßÈ¯ÀÚ½Ç¿£ ÀÔ¿øÇß¼ö´Ù.,È¯ÀÚ °¨¿°µÆ¼ö´Ù¿¹.,,
contradiction,±×´Â ³º±â Àü ³× ½Ã°£ ¾È µÇ°Ô Ä¡·á Çã°í ³­ ÈÄ¿¡ ÆÇÁ¤ Çã°Ô ½Å»ý¾Æ ÁßÈ¯ÀÚ½Ç¿¡ ÀÔ¿øÇß¼ö´Ù.,È¯ÀÚ °Ç°­ÇÑ ½Å»ý¾Æ¼ö´Ù¿¹.,,
neutral,"±×´Â Ãâ»ê ¾ÕµÎ°î 4½Ã°£µµ ¾È µÇ°Ô Ä¡·á ¹Þ¾Ó, ÆÇÁ¤ ¹ÞÀ¸Á¨ ÇØ ½Å»ý¾Æ ÁßÈ¯ÀÚ½Ç¿µ ÀÔ¿øÇß¼ö´Ù.",È¯ÀÚ Á¶»ê¾Æ¼ö´Ù¿¹.,,
entailment,¹æ±¤Àå¾Ö¸¦ µ¿¹ÝÇÑ Àü¸³¼±ºñ´ëÁõ Çã³­ Æú¸® Ä«Å×ÅÍ »ðÀÔÀÌ ÇÊ¿äÇß´ø º´·ÂÀÌ ÀÖ¼ö´Ù.,Àü¸³¼± Ä¿Áø »óÅÂ¿ì´Ù¿¹.,,
contradiction,¹æ±¤Àå¾Ö Çã¸Û Àü¸³¼±ºñ´ë ¶«½Ã Æú¸® »ðÀÔÀÌ ÇÊ¿äÇå º´·Â ÀÖ¼ö´Ù.,¼Òº¯ °ü·Ã ºÒÆí°¨ ¾ø¼ö´Ù¿¹.,,
neutral,¹æ±¤Àå¾Ö Çã¸Û °°ÀÌ ¿Â Àü¸³¼±ºñ´ëÁõ ¶«½Ã Æú¸® Ä«Å×ÅÍ¸¦ ³¢¿ö¾ß Çß´ø º´·Â ÀÖ¼ö´Ù.,PSA ¼öÄ¡ ³ô°Ô ³ª¿Ó¼ö´Ù¿¹.,,
entailment,"ÀÎ½¶¸°¿¡ ÀÇÁ¸Çã´Â ´ç´¢º´, ¿­¼¼ »ì Àû¿¡ Áø´Ü ¹Þ¾Ò¼ö´Ù.",È¯ÀÚ ¸¸¼º Áúº´ ¾Î°í ÀÖ¼ö´Ù¿¹.,,
contradiction,"ÀÎ½¶¸° ÀÇÁ¸¼º ´ç´¢º´, ½Ê»ï »ì Àû¿¡ Áø´Ü ¹Þ¾Ñ¼ö´Ù.",È¯ÀÚ A1c ¼öÄ¡ Á¤»óÀÌ¿ì´Ù¿¹.,,
neutral,"ÀÎ½¶¸° ÀÇÁ¸¼º ´ç´¢, ¿­¼­ »ì ¶§ Áø´Ü ¹Þ¾ÆºÎ·¶¼ö´Ù.",È¯ÀÚ Ç÷Áß Æ÷µµ´ç ¼öÄ¡ ¿Ã¶ú¼ö´Ù¿¹.,,
entailment,È¯ÀÚ ÇÃ¶óºñ½º ¸Ô´Â °Å½Ã [**2564-5-31**]¿¡ ³¡³ª°Ô ¸ð´Ù ÇÕÇØ 30ÀÏ°£ °èÈ¹µÅ ÀÖ¾ú¼ö´Ù.,È¯ÀÚ Ç×Ç÷¼ÒÆÇ ¾à¹° º¹¿ë ÁßÀÌ¿ì´Ù¿¹.,,
contradiction,[**2564-5-31**]¿¡ ³¡³ª°Ô È¯ÀÚ ÇÃ¶óºñ½º ¸Ô´Â °Å 30ÀÏ·Î °èÈ¹ÇØ ³ù¼ö´Ù.,È¯ÀÚ Ç÷¼ÒÆÇ ±â´É Á¤»óÀÌ¶ó ÇÏ¿ì´Ù¿¹.,,
neutral,È¯ÀÚ ÇÃ¶óºñ½º ¸Ô´Â °Å½Ã [**2564-5-31**]¿¡ ³¡³ª°Ô 30ÀÏ°£À¸·Î °èÈ¹Çã¿©Á® ÀÖ¾ú¼ö´Ù.,È¯ÀÚ ÃÖ±Ù ³úÁ¹Áß °Þ¾ú¼ö´Ù¿¹.,,
entailment,"±× »ç¶÷ Ç÷¾ÐÀÌ 97/52·Î ³»·Á°¡°î, ³ªÁß¿£ 197/92·Î ¿Ã¶ó°¬¼ö´Ù (ÇÏ¿µ ºÒ¾ÈÁ¤ÇãÁÖ°Ô).",È¯ÀÚ °£ÇæÀûÀ¸·Î ÀúÇ÷¾Ð °Þ°í ÀÖ¼ö´Ù¿¹.,,
contradiction,"±× »ç¸§ Ç÷¾ÐÀÌ 97/52·Î ¶³¾îÁø ÈÄ°Ô, ³ªÁß¿£ 197/92·Î ¿Ã¶ó°¬¼ö´Ù(ÇÏ¿µ ºÒ¾ÈÁ¤Çã¿ì´Ù).",È¯ÀÚ Ç÷¾Ð ¾ÈÁ¤ÀûÀÌ¿ì´Ù¿¹.,,
neutral,"±× »ç¶÷ Ç÷¾ÐÀÌ 97/52·Î ³·¾ÆÁ³´Ù°¡, ³ªÁß¿£ 197/92·Î È® ¿Ã¶ó°¬¼ö´Ù(ÇÏ¿µ ºÒ¾ÈÁ¤ÇÏ¿ì´Ù).",È¯ÀÚ ½É¹Ú¼ö Á¤»óÀÌ¶ó ÇÏ¿ì´Ù¿¹.,,
entailment,"¿¡ÄÚ¼­ °æ¹ÌÇÑ ´ëµ¿¸Æ ÇùÂøÁõÀÌ °üÂûµÇ¸Û, Àü¿£ ½Ç½Å Áõ»óÀÌ ¾ÆÈ© ¹ø ÀÖ¾ú¼ö´Ù.",¿¡ÄÚ°Ë»ç¿¡¼­ ´ëµ¿¸Æ ÇùÂø º¸¿´¼ö´Ù¿¹.,,
contradiction,"¿¡ÄÚ¼­ °æ¹ÌÇÑ ´ëµ¿¸Æ ÇùÂøÁõÀÌ ¹ß°ßµÇ¾ú°í, ¿¾Àû¿¡ ½Ç½Å Áõ»óÀÌ ¾ÆÈ© ¹ø ÀÖ¾ú¼ö´Ù.",¿¡ÄÚ°Ë»ç¿¡¼­ ÀÌ»ó ¼Ò°ß ¾ø¼ö´Ù¿¹.,,
neutral,"¿¡ÄÚ °Ë»ç¼­ °æ¹ÌÇÑ ´ëµ¿¸Æ ÇùÂøÁõÀÌ ¹ß°ßµÆÁÖ°Ô, ¿¾Àû¿£ ½Ç½Å Áõ»óÀÌ ¾ÆÈ© ¹ø ÀÖ¾ú¼ö´Ù.",³«»ó·Â ÀÖ¼ö´Ù¿¹.,,
entailment,"Á¤±âÀûÀ¸·ç ¸»¸®±â, »¡¾Æ³»±â¶û ÀÚ±ØÇã´Â °Å ÀÌ·ïÁö°í ÀÖ¼ö´Ù.",±× À¯¾Æ ÃÖ±Ù¿¡ ÅÂ¾î³µ¼ö´Ù¿¹.,,
contradiction,"Á¤±âÀûÀ¸·Î ¸»·ÁÁÖ°î, ÈíÀÎÇØÁÖ°î, ÀÚ±ØÇØÁÖ°î ÀÖ¼ö´Ù.",È¯ÀÚ ¾î¸Ó´Ï´Â ¾ÆÁ÷ Ãâ»ê ÀüÀÌ¿ì´Ù¿¹.,,
neutral,Á¤±âÀûÀ¸·Õ °ÇÁ¶ Çã°í ÈíÀÎ Çã°í ÀÚ±Ø.,ºÐ¸¸Àº ÀÚ¿¬ºÐ¸¸À¸·Î Àß ÁøÇàµÆ¼ö´Ù¿¹.,,
entailment,µÎ ÇØ ³Ñ¾û ÃâÇ÷ÀÌ ¾ö½Å ¼ö¹ÚÀ§ÁõÀÌ¶û À§Á¤¸Æ È®ÀåÁõ.,È¯ÀÚ È°µ¿¼º ÃâÇ÷ ¾ø¼ö´Ù¿¹.,,
contradiction,µÎ ÇØ ÀÌ¼­°Ô ÃâÇ÷ÀÌ ¾öÀº ¼ö¹Ú À§Áõ¹Î À§Á¤¸Æ È®ÀåÁõ.,È¯ÀÚ ÅäÇ÷ °Þ°í ÀÖ¼ö´Ù¿¹.,,
neutral,2³â ÀÌ»ó ÃâÇ÷ÀÌ ¾ö½Å ¼ö¹Ú À§ÁõÀÌ¶û À§Á¤¸Æ·ù°¡ ÀÖ¼ö´Ù.,È¯ÀÚ °£°æº¯Áõ ¾Î°í ÀÖ¼ö´Ù¿¹.,,
